item_id,0,1,2,3,5,6,7,8,10,11,12,13,14,15,17,18,20,21,22,23,24,25,26,28,29,31
35,0.0034854545809410997,-0.008784937281822669,-0.007690627688058501,0.007654278886288862,0.0035726404925769117,0.004751138760326679,0.0039030943940877305,-0.02,0.02,0.0014471575964150607,0.009173235040132316,0.00554473635108256,0.004520755765922202,-0.01019134631686218,-0.00633264847056661,-0.003926170588844785,-0.003693792313991421,-0.011428133381379699,-0.026,-0.0039894363169444835,0.007357980722704632,-0.005447361656241073,-0.012,0.0021263957956421248,-0.006006583252918286,0.0017287757116041524
19,0.002529906057614393,-0.005726074693127221,-0.005350396199934156,0.007590851306246002,0.0024937685975586084,0.002951247624411468,0.0024243608907606115,-0.011034516245775174,0.012443766010199414,0.0010555533777811532,0.008335409854318236,0.004749733950080544,0.0028096871765709024,-0.007643105794950236,-0.0061025356484944605,-0.003233824857346699,-0.0027034693412246666,-0.011428133381379699,-0.015274274257544584,-0.002541847054907629,0.004082056067131789,-0.003929389601440322,-0.007253507988763549,0.0015377461375884894,-0.004252049926014471,0.0010823510328126986
145,0.0015924877764847978,-0.003604364647690749,-0.003367888116675845,0.0047781765974777785,0.0015697405036211335,0.0018577076224272238,0.001526050768843384,-0.006945843774685386,0.007832917433845638,0.0006644340988411327,0.005246850279298326,0.002989792144373357,0.001768600249392029,-0.0048110689787097035,-0.0038413337114003546,-0.0020355801517283802,-0.0017017398203557786,-0.007289436253127285,-0.009614623822337806,-0.0016000042185168172,0.002569512164401425,-0.002473413939820659,-0.004565830724810792,0.000967957652054284,-0.00267651737968731,0.0006813022896373037
36,0.0028656352876742226,-0.0064859490142319546,-0.006060416396657437,0.007654278886288862,0.002824702233883132,0.003342890661779384,0.0027460838309434593,-0.01249884320452791,0.014095106370871932,0.0011956297737970472,0.009173235040132316,0.0053800437267025,0.003182544544005557,-0.008657378248301378,-0.00633264847056661,-0.0036629670882361064,-0.0030622311528294703,-0.011428133381379699,-0.01730123502977316,-0.0028791609057936696,0.004623762165804697,-0.0044508362146559,-0.008216079166049332,0.0017418115514982956,-0.004816314928479775,0.0012259835909494048
357,0.0006019038032127137,-0.0013623217845975155,-0.0012729420571734435,0.0018059809996107238,0.0005933061422124027,0.0007021474825159303,0.0005767929746312281,-0.002625282181903393,0.002960564510008256,0.0002511324840178399,0.0019831230007733157,0.0011300352122552099,0.0006684680612254428,-0.0018184131511490488,-0.0014518876718820006,-0.000769376979316075,-0.0006431971943995616,-0.002755147931947601,-0.003633986226191885,-0.0006047447512642423,0.0009711843111087727,-0.0010974267928365589,-0.0017257218037524506,0.0003658536038539717,-0.0010116284809135582,0.00025750806086274707
32,0.002577198114083457,-0.005833113390045757,-0.005450412261185735,0.007654278886288862,0.0025403851290229235,0.003006415905813761,0.0024696799696260338,-0.011240786737058122,0.012676379898399228,0.0010752850550890176,0.008491225392344488,0.004838521707833128,0.002862209239283412,-0.007785979950204335,-0.006216611607807051,-0.0032942754133285577,-0.002754005852002524,-0.011428133381379699,-0.015559799421033381,-0.002589362326905382,0.004158362784314298,-0.004002842492847471,-0.007389099311757916,0.0015664915437489364,-0.004331534373512089,0.0011025836442209733
37,0.0034854545809410997,-0.008784937281822669,-0.007690627688058501,0.007654278886288862,0.0035726404925769117,0.004751138760326679,0.0039030943940877305,-0.02,0.02,0.0014471575964150607,0.009173235040132316,0.00554473635108256,0.004520755765922202,-0.01019134631686218,-0.00633264847056661,-0.003926170588844785,-0.003693792313991421,-0.011428133381379699,-0.026,-0.0039894363169444835,0.007357980722704632,-0.005447361656241073,-0.012,0.0021263957956421248,-0.006006583252918286,0.0017287757116041524
311,0.0006019038032127138,-0.0013623217845975214,-0.0012729420571734355,0.0018059809996107195,0.0005933061422123819,0.0007021474825159327,0.0005767929746312122,-0.002625282181903384,0.00296056451000825,0.000251132484017843,0.0019831230007733027,0.001130035212255208,0.0006684680612254482,-0.0018184131511490426,-0.0014518876718820019,-0.0007693769793160638,-0.0006431971943995925,-0.0027551479319476093,-0.0036339862261918665,-0.0006047447512642434,0.0009711843111087867,-0.0010974267928365589,-0.0017257218037524493,0.0003658536038539398,-0.0010116284809135413,0.0002575080608627267
312,0.00034750932281112003,-0.0010794399656008924,-0.0009333367701077656,0.0010426836162765927,0.00034254546091818457,0.0004053850380413876,0.00033301157917001975,-0.001515707374420647,0.0017092827168065164,0.0001449914072499601,0.0011449565983326115,0.0006524261339892933,0.0003859402150931797,-0.0017662986935762376,-0.0013432692288926351,-0.000641363093159944,-0.000625335132418553,-0.0020304413738853333,-0.0021,-0.0005068792253586085,0.0005607135234513935,-0.0010974267928365589,-0.0012,0.00021122567666907274,-0.0008771141536807608,0.0001486723482576003
